name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
0.17772634,135,43.67775,-79.42171,2,75,3,0,,,1,127
-26.40087,32,43.66444,-79.42534,0,98,29,115,207.0,1.24,2,90
25.974733,95,43.75809,-79.31778,0,200,360,1,2881.0,0.01,2,249
48.839344,79,43.657509999999995,-79.37178,2,80,3,12,320.0,0.13,24,0
9.123944,71,43.64887,-79.43202,0,138,3,118,149.0,1.24,3,0
25.126116,32,43.66021,-79.43757,0,150,2,6,1377.0,0.07,1,0
38.69648,59,43.66585,-79.47556,0,67,3,169,98.0,1.76,1,337
-0.761872,119,43.65264000000001,-79.411,0,225,2,76,659.0,0.82,1,64
20.796494,95,43.758959999999995,-79.31819,0,52,4,46,134.0,0.49,2,278
50.119083,32,43.65875,-79.44551,0,115,3,66,61.0,0.69,1,226
17.750078,129,43.76651,-79.40411,0,67,28,6,2013.0,0.06,1,180
-55.963715,103,43.64279000000001,-79.43347,0,139,7,51,159.0,0.54,2,185
23.493887,87,43.64262,-79.40315,3,66,1,0,,,1,0
29.288403,119,43.65248,-79.40885,2,55,3,154,90.0,1.62,2,316
19.545704,119,43.65038,-79.41019,2,55,3,113,87.0,1.18,2,365
-20.86695,122,43.639309999999995,-79.38174000000002,0,219,2,147,56.0,1.54,1,336
52.74625,79,43.66002,-79.37217,2,80,3,9,156.0,0.11,24,0
52.757183,79,43.65931,-79.37258,2,75,3,12,314.0,0.13,24,0
49.63678400000001,79,43.66015,-79.37206,1,55,3,26,105.0,0.3,24,0
48.953823,79,43.65852,-79.37165,2,65,3,5,156.0,0.06,24,0
49.522575,79,43.657959999999996,-79.37146,2,65,3,12,592.0,0.14,24,0
49.524456,79,43.658229999999996,-79.37213,2,60,3,15,96.0,0.16,24,0
47.800133,79,43.66004,-79.37175,2,60,3,5,562.0,0.05,24,0
26.459091,71,43.65007,-79.42560999999998,2,69,2,213,82.0,2.31,1,84
-25.715704,122,43.64147,-79.39269,0,200,3,11,1755.0,0.14,1,0
16.341648,94,43.66101,-79.42695,0,90,2,3,962.0,0.03,1,0
35.171917,79,43.6567,-79.37324,2,59,1,52,325.0,0.55,12,187
0.36375758,50,43.64842,-79.4546,0,245,6,3,1752.0,0.04,1,87
28.796026,83,43.69813,-79.3915,2,675,1,39,264.0,0.41,2,365
13.819499,94,43.657070000000004,-79.41011,0,98,3,1,2481.0,0.01,1,0
-7.100651299999999,46,43.68181,-79.32462,0,250,3,37,155.0,0.4,2,362
4.3969555,35,43.686170000000004,-79.29311,0,110,3,29,186.0,0.32,10,0
-1.3628559,135,43.67673,-79.42318,0,350,5,0,,,1,0
-20.72638,122,43.64278,-79.37985,0,119,30,82,82.0,0.88,2,159
-16.88713,87,43.63803,-79.41904,0,129,3,13,282.0,0.14,1,0
25.192577,110,43.660959999999996,-79.34763000000002,0,115,7,7,1704.0,0.08,1,0
8.760458999999999,34,43.65354,-79.43508,0,90,2,199,65.0,2.12,3,281
12.560237,133,43.67666,-79.31322,2,69,4,40,300.0,0.43,1,249
48.93914,79,43.65759,-79.37071999999998,2,65,3,10,1178.0,0.13,24,0
9.414585,32,43.66377,-79.42463000000002,2,79,2,10,670.0,0.11,2,0
24.008202,94,43.65958,-79.41257,0,75,1,0,,,1,0
12.715809,12,43.70519,-79.24774000000002,2,35,5,27,36.0,0.29,2,142
-13.646103,17,43.69032,-79.35236,0,450,1,0,,,1,0
-11.274315,133,43.675670000000004,-79.3122,2,31,30,17,156.0,0.23,3,219
-10.854259,133,43.67638,-79.3102,2,32,28,9,971.0,0.11,3,188
18.354626,127,43.67368,-79.46032,3,100,1,0,,,1,0
8.339932000000001,103,43.64372,-79.43283000000002,3,159,1,3,370.0,0.03,2,365
8.580851,109,43.63912,-79.43946,0,96,4,10,1348.0,0.17,1,0
-38.86596,122,43.64271,-79.39244000000002,0,180,10,61,425.0,0.87,1,364
30.164612,109,43.63514,-79.42736,0,65,7,3,1112.0,0.07,1,0
56.160965,59,43.66203,-79.47818000000002,0,119,3,5,1500.0,0.07,1,364
36.59102,78,43.78505,-79.20886999999998,0,276,4,14,89.0,0.16,1,355
16.634539,62,43.65805,-79.39601,0,84,4,29,665.0,0.31,1,0
-21.864828,6,43.654920000000004,-79.38185,0,800,3,41,711.0,0.5,1,363
6.435681,35,43.68524,-79.2911,0,58,3,45,66.0,0.54,10,0
-39.952618,89,43.66675,-79.37549,0,225,7,0,,,1,358
-29.708696000000003,83,43.7024,-79.39664,2,65,3,96,79.0,1.07,1,93
-36.52045,94,43.65806,-79.41356,2,35,1,148,230.0,1.85,5,180
9.188668,62,43.65047,-79.39239,2,93,1,241,175.0,2.58,1,179
53.54519300000001,55,43.74975,-79.54777,2,38,1,135,217.0,1.46,3,365
12.559585,55,43.749790000000004,-79.54896,2,45,1,60,70.0,0.66,3,365
49.843105,49,43.65848,-79.45408,0,100,5,15,675.0,0.18,1,0
6.188068,103,43.65369000000001,-79.45178,0,209,120,17,298.0,0.18,5,365
33.86388,50,43.655409999999996,-79.45326999999997,0,344,120,20,155.0,0.26,5,365
45.493298,50,43.655409999999996,-79.45289,0,285,120,10,83.0,3.95,5,0
-18.073807,122,43.648270000000004,-79.36607,0,145,2,3,2749.0,0.03,1,0
-25.329084,7,43.7676,-79.38263,0,159,5,6,216.0,0.1,84,150
-55.96365,122,43.64333,-79.40176,0,149,3,51,60.0,0.56,1,87
-28.30576,87,43.63863,-79.41408,0,169,5,13,610.0,0.17,84,89
-0.85433584,103,43.64111,-79.44660999999998,0,270,6,9,684.0,0.11,1,175
2.9566307000000003,70,43.715579999999996,-79.36381999999998,0,98,7,158,82.0,2.09,2,0
-26.651781,122,43.64022,-79.39595,0,229,5,0,,,84,89
-13.671422,122,43.64015,-79.39331,0,150,90,19,1363.0,0.3,1,225
22.72842,50,43.65394000000001,-79.45248000000002,0,205,120,9,820.0,0.1,5,189
-17.201117,6,43.65258,-79.38203,0,170,120,11,39.0,0.51,5,50
9.513583,57,43.73273,-79.27358000000002,2,141,7,21,250.0,0.25,2,280
-30.27282,19,43.66487,-79.37103,2,69,2,51,32.0,0.61,3,209
-30.988976,122,43.637570000000004,-79.39253000000002,0,93,180,6,1098.0,0.08,1,250
29.545244,83,43.70541,-79.39508000000002,0,75,5,44,75.0,0.49,2,262
-40.4423,122,43.65018,-79.36801,0,139,6,0,,,1,0
-33.94685,79,43.65649000000001,-79.3715,0,75,28,25,157.0,0.29,3,208
7.5914035,103,43.65394000000001,-79.44922,0,96,14,3,278.0,0.07,1,363
16.168919,94,43.66237,-79.41412,0,150,5,59,136.0,1.62,2,0
-33.836704,30,43.77563,-79.34923,2,67,1,85,32.0,0.96,1,236
-23.645468,122,43.64091,-79.39595,0,149,5,10,156.0,0.18,84,149
36.455753,104,43.67687,-79.38436,0,401,14,1,392.0,0.08,1,0
17.83182,59,43.67374,-79.46945,2,49,3,13,1940.0,0.15,1,0
-27.3407,122,43.64289,-79.39922,0,129,30,13,233.0,0.15,1,179
-3.2209918,59,43.666000000000004,-79.46477,0,114,360,61,668.0,0.68,2,364
-20.792034,50,43.64503,-79.45254,0,80,14,2,52.0,0.02,1,2
15.905935,59,43.665279999999996,-79.47276,0,125,2,69,109.0,2.41,1,179
-24.100605,122,43.64091,-79.39595,0,149,10,13,745.0,0.16,84,89
22.322048,6,43.66455,-79.38533000000002,2,84,1,217,85.0,2.59,2,230
-25.038265,122,43.64071,-79.39318,0,129,2,4,1755.0,0.07,1,0
-12.924951,14,43.674209999999995,-79.3418,2,63,1,75,228.0,1.2,1,365
-33.233536,122,43.63989,-79.39035,0,150,3,36,263.0,0.49,1,0
16.192562,21,43.68249,-79.4046,2,169,1,90,156.0,1.11,2,363
-30.2956,100,43.659259999999996,-79.36202,0,98,5,30,327.0,0.34,1,365
-1.4214714,103,43.641420000000004,-79.43952,2,45,2,52,944.0,0.62,2,0
-13.843151,122,43.64633,-79.39260999999998,0,141,3,37,156.0,0.46,2,128
-36.859505,32,43.65854,-79.44323,2,45,1,322,82.0,3.92,3,365
24.686104,32,43.66744,-79.42984,2,70,3,6,326.0,0.07,1,87
28.31846,34,43.65217,-79.43590999999998,0,45,1,25,635.0,0.71,1,0
23.236868,94,43.65696,-79.42003000000003,0,89,2,35,52.0,0.39,2,104
-17.934372,104,43.68885,-79.37839,0,1040,3,7,305.0,0.12,1,356
27.323053,87,43.63493,-79.40193000000002,0,150,7,0,,,2,139
19.049337,87,43.63528,-79.40189000000002,2,96,7,20,104.0,0.56,2,0
-6.977081,28,43.68141,-79.3353,2,84,1,0,,,1,0
-32.767025,100,43.66101,-79.36323,0,84,4,5,309.0,0.15,4,0
18.360008,94,43.654740000000004,-79.42532,0,90,3,163,152.0,1.82,1,65
24.99582,3,43.67034,-79.39203,0,98,28,6,209.0,0.07,1,363
27.323582,71,43.65132,-79.43274,2,45,2,34,755.0,0.38,2,0
-9.674055,110,43.66336,-79.34374,0,110,1,22,1721.0,0.25,1,0
17.297926,50,43.6483,-79.47659,0,67,1,161,39.0,2.67,1,303
49.60817700000001,94,43.66299,-79.41230999999998,0,186,6,0,,,2,0
29.12736,21,43.685359999999996,-79.40745,3,67,7,0,,,1,0
25.241182,44,43.68911,-79.41412,0,135,2,108,510.0,1.32,1,0
-31.576084,79,43.652429999999995,-79.36779,2,79,5,135,93.0,1.54,1,314
54.65178,98,43.78025,-79.32878000000002,2,35,1,11,218.0,0.14,8,365
-11.597904,98,43.7797,-79.32882,2,25,7,5,1115.0,0.06,8,365
-29.696878,23,43.653009999999995,-79.37899,0,160,28,8,299.0,0.12,4,16
16.438631,71,43.65188,-79.4324,0,98,3,121,207.0,1.4,2,110
-36.856487,94,43.65806,-79.42713,2,108,7,13,218.0,0.16,3,365
0.23854806,86,43.78345,-79.44525,2,124,1,20,97.0,1.95,1,0
-45.31844,17,43.68564,-79.3579,0,128,5,4,1535.0,0.05,1,358
-13.735284,87,43.6381,-79.41828000000002,0,149,365,180,1420.0,2.07,2,0
-10.819312,133,43.66838,-79.31300999999998,0,160,2,1,1411.0,0.02,1,0
-7.397672,97,43.68241,-79.3525,0,299,3,6,1006.0,0.07,1,0
21.963999,32,43.66342,-79.42836,0,200,5,10,671.0,0.12,1,0
0.2046671,62,43.65043,-79.39693,0,1000,2,237,99.0,2.93,1,168
0.9583988,97,43.67773,-79.36126999999998,0,164,1,68,252.0,0.77,1,179
35.240596999999994,14,43.67514,-79.34263,2,41,28,77,76.0,0.89,1,301
-42.725822,109,43.63807,-79.44431,2,51,5,20,311.0,0.23,2,316
-21.022123,122,43.64352,-79.38145,0,98,30,685,77.0,7.78,2,305
22.551147,14,43.67058,-79.34093,0,90,3,50,187.0,0.57,1,64
-55.908234,122,43.64248,-79.38133,0,129,29,15,79.0,0.29,13,238
16.074205,21,43.676809999999996,-79.411,0,183,4,29,997.0,0.34,2,0
5.3977346,46,43.6828,-79.32503,0,269,3,7,307.0,0.09,1,0
-3.2064335,100,43.65747,-79.35645,0,160,183,10,1556.0,0.12,2,365
42.890987,42,43.72107000000001,-79.33604,2,39,2,28,265.0,0.32,4,311
13.751870000000002,110,43.66491,-79.3355,0,89,30,23,244.0,0.27,1,323
-2.2192028,23,43.65435,-79.37952,0,170,28,10,299.0,0.33,4,0
-28.256283000000003,122,43.64585,-79.39164,0,80,1,66,42.0,0.78,2,85
25.341948,34,43.65356,-79.43441,0,380,3,4,812.0,0.05,1,151
-25.532612,122,43.64071,-79.39706,0,188,5,8,1162.0,0.1,84,90
4.228987999999998,23,43.66445,-79.37991,0,141,4,29,1712.0,0.35,2,361
-13.150503,122,43.64651,-79.39433000000002,2,65,1,39,219.0,0.45,2,0
-14.782032,122,43.64465,-79.3898,0,295,30,7,516.0,0.1,4,125
-5.3335443,97,43.67985,-79.36058,0,84,14,8,671.0,0.1,1,276
25.385113,110,43.66699000000001,-79.33757,0,72,7,72,57.0,0.86,2,302
15.530710999999998,71,43.64587,-79.43386,0,80,1,162,82.0,1.88,2,359
-14.900223,122,43.64421,-79.39108,0,91,2,237,77.0,2.75,2,0
24.154228,34,43.6513,-79.43749,2,100,1,1,2465.0,0.01,1,364
-15.721310999999998,104,43.68509,-79.38388,0,135,3,15,1052.0,0.18,1,0
28.481573,56,43.68363,-79.42522,0,98,30,24,124.0,0.34,2,0
-22.456291,122,43.6453,-79.39092,1,159,4,39,89.0,0.45,35,0
-11.621987,62,43.65429,-79.40071,2,60,2,11,663.0,0.13,1,365
56.538544,77,43.62641,-79.47662,0,201,25,15,802.0,0.17,1,72
-13.751532999999998,119,43.64822,-79.40732,2,60,3,140,76.0,1.66,1,220
11.904856,4,43.7264,-79.3268,2,51,7,8,272.0,0.29,1,363
23.19600100000001,32,43.667229999999996,-79.43208,0,125,28,171,419.0,2.0,1,219
-5.693547,87,43.64601,-79.40979,0,562,3,6,209.0,0.14,1,0
16.739235,3,43.669509999999995,-79.41674,0,60,3,25,382.0,0.29,1,0
13.240684,119,43.65352,-79.41543,2,75,1,101,162.0,1.2,1,86
-24.41729500000001,122,43.641999999999996,-79.39623,0,169,5,10,377.0,0.12,84,143
1.0010122,23,43.66788,-79.38559000000002,0,141,180,0,,,1,364
24.748089,82,43.706759999999996,-79.3819,0,457,7,17,315.0,0.21,1,365
-25.228285,87,43.6386,-79.41682,0,149,5,12,131.0,0.16,84,150
-14.865054,122,43.64441,-79.39311,0,115,90,20,642.0,0.44,1,365
-1.626889,35,43.68142,-79.30519,0,65,3,36,144.0,0.43,10,322
28.828022,129,43.766709999999996,-79.40468,0,89,24,23,91.0,0.34,1,270
3.2054665,32,43.66542000000001,-79.42109,0,250,3,58,148.0,0.69,1,0
0.97125065,56,43.68447000000001,-79.4232,2,70,1,165,84.0,2.1,1,60
24.405752,87,43.634009999999996,-79.41465,0,150,15,16,640.0,0.19,1,68
25.492632,110,43.66823,-79.33875,0,119,4,27,66.0,0.34,1,171
-24.176672,122,43.644220000000004,-79.3897,0,141,7,76,90.0,0.89,35,0
27.639677,98,43.779579999999996,-79.32842,2,42,7,2,2215.0,0.02,8,365
-31.311598,122,43.648070000000004,-79.37416999999998,0,200,55,79,269.0,0.94,5,365
-35.402096,94,43.65521,-79.41654,2,45,1,152,166.0,1.81,5,365
-5.5402236,34,43.65803,-79.43175,0,135,5,6,1316.0,0.08,1,330
-37.439777,23,43.65234,-79.37901,0,299,7,2,675.0,0.03,4,127
5.150917,130,43.7723,-79.41779,0,41,1,0,,,2,0
23.147032,94,43.65785,-79.42024,0,119,2,0,,,1,0
-7.517217,133,43.668,-79.31430999999998,0,215,14,1,279.0,0.12,1,295
4.0597224,79,43.655429999999996,-79.37106,0,190,28,22,269.0,0.49,5,123
-13.776977,87,43.64248,-79.4053,0,84,2,462,82.0,5.41,1,365
-16.88798,122,43.646570000000004,-79.38974,0,150,180,0,,,11,363
-19.660103,7,43.76845,-79.38029,0,149,10,5,111.0,0.09,84,90
-18.81366,129,43.761179999999996,-79.40863,0,100,1,0,,,1,0
-1.561931,35,43.68157,-79.30515,0,75,4,31,116.0,0.37,10,0
37.732098,92,43.68305,-79.43522,0,80,30,117,644.0,1.7,2,156
-9.176092,32,43.66419000000001,-79.42354,0,89,2,214,81.0,2.56,1,136
-3.8497906,71,43.650909999999996,-79.43511,2,70,2,36,242.0,0.43,6,311
-1.7487172999999998,35,43.68226,-79.30685,0,69,4,25,57.0,0.3,10,363
23.69493,94,43.65801,-79.41931,0,90,28,164,154.0,1.93,1,0
-29.085491,3,43.67227000000001,-79.4145,2,141,1,6,1369.0,0.07,2,271
-38.667946,87,43.63662,-79.40539,0,101,3,2,392.0,0.05,2,365
20.710472,29,43.689609999999995,-79.33502,2,51,2,24,188.0,0.29,1,8
23.910349,94,43.66146,-79.40985,2,55,20,15,309.0,0.18,1,67
0.38142034,110,43.65695,-79.34761999999998,0,115,2,35,257.0,0.41,1,304
4.3476562,108,43.732929999999996,-79.22099,2,83,3,0,,,1,362
0.12266741,103,43.64367,-79.44319,0,245,2,27,695.0,0.32,2,0
32.18803,87,43.63301,-79.41741,0,103,3,97,296.0,1.36,1,0
-35.38337999999999,32,43.67153,-79.43930999999998,0,75,2,286,74.0,3.39,1,360
49.542988,3,43.67347,-79.40323000000002,2,72,28,3,1405.0,0.04,2,90
13.541871,88,43.67635,-79.35515,0,100,2,4,1766.0,0.06,1,0
-11.2600975,116,43.67329,-79.28268,0,228,14,34,2064.0,0.4,1,189
-37.15172000000001,122,43.64402000000001,-79.39111,2,84,90,0,,,1,326
-27.67001,94,43.65728,-79.42626,2,98,3,15,166.0,0.18,1,365
-31.63647700000001,71,43.64866,-79.42446,0,119,5,26,279.0,0.31,3,134
-31.652758,71,43.6489,-79.42545,0,100,5,35,111.0,0.46,3,38
49.421764,100,43.66017,-79.36395,0,110,7,33,240.0,0.47,2,290
-4.9606910000000015,62,43.65466,-79.40343,2,169,1,68,277.0,0.82,4,365
-24.363762,62,43.65408,-79.40216,2,96,1,98,177.0,1.17,4,365
56.907547,86,43.77994,-79.41936,0,169,30,1,2095.0,0.01,84,0
25.56905,110,43.66434,-79.34093,0,180,3,15,1406.0,0.18,1,0
20.51923,110,43.66305,-79.33233,2,46,3,27,188.0,0.33,2,136
13.00437,103,43.64546,-79.44156,2,65,2,24,1014.0,0.29,1,88
-35.01148,87,43.642109999999995,-79.41044000000002,0,96,7,11,407.0,0.19,1,220
-11.784696,62,43.65623,-79.3986,0,80,1,395,126.0,4.69,2,71
15.522613,69,43.72247,-79.40353,2,70,3,30,261.0,0.37,1,363
35.120396,32,43.67089,-79.42165,0,239,4,5,310.0,0.07,2,363
-34.474552,19,43.66514,-79.36964,0,186,3,18,304.0,0.26,1,332
1.1881276,23,43.66483,-79.38388,2,100,1,137,65.0,1.68,1,299
22.54484200000001,50,43.65351,-79.45461,0,205,180,20,351.0,0.26,5,188
42.932575,87,43.63673,-79.40567,0,125,2,3,279.0,0.27,1,365
-11.633141,122,43.64258,-79.38157,0,135,30,3,1643.0,0.04,38,36
